contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.996059766,0.21708212,Inf,1,-0.018115084,0.985547045,0.996059766,0.069563369,0.06983855,tumor16SProximity_v3,ABCB8,172,0.069369369,2220,26,0.058139535,430,0.997913005,-0.005695784,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.006372302,1.782893507,Inf,1,1.856093259,0.063440266,3.006372302,0.02431487,0.008087777,tumor16SProximity_v3,ABCB9,60,0.026126126,2220,3,0.006976744,430,0.458699096,1.58802368,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.229312256,0.594860062,Inf,1,0.42665077,0.669633713,1.229312256,0.016210703,0.013186806,tumor16SProximity_v3,ABCC1,41,0.017567568,2220,5,0.011627907,430,0.912198779,0.297851419,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.292254085,0.147724152,Inf,1,2.242818761,0.024908504,1.292254085,0.451116822,0.349092974,tumor16SProximity_v3,ABCC3,1258,0.27027027,2220,152,0.18372093,430,0.331671948,0.369889762,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.177086232,0.292276795,Inf,1,0.656619351,0.511425703,1.177086232,0.063149313,0.053648841,tumor16SProximity_v3,ABCC4,157,0.063513514,2220,21,0.041860465,430,0.838774672,0.235220014,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.592757803,0.514411304,Inf,1,1.44121282,0.149524568,1.592757803,0.045876076,0.02880292,tumor16SProximity_v3,ABCC8,112,0.048198198,2220,11,0.023255814,430,0.592919101,0.671526905,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.744110753,0.262602926,Inf,1,-0.837513087,0.402304224,0.744110753,0.022212899,0.029851603,tumor16SProximity_v3,ABCC9,54,0.022972973,2220,11,0.023255814,430,0.77756253,-0.426410728,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.082075433,0.2223564,Inf,1,0.383866071,0.701077715,1.082075433,0.088509211,0.081795787,tumor16SProximity_v3,ABCD1,216,0.087837838,2220,32,0.055813953,430,0.923354075,0.113801075,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.221133577,0.278130612,Inf,1,0.877133094,0.380414351,1.221133577,0.076143675,0.062354911,tumor16SProximity_v3,ABCE1,188,0.074774775,2220,23,0.053488372,430,0.769045856,0.288221022,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.29223953,0.403746135,Inf,1,0.82056566,0.411893715,1.29223953,0.042204398,0.032659887,tumor16SProximity_v3,ABCG1,107,0.044594595,2220,12,0.027906977,430,0.782363699,0.369873513,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.115666999,0.212358266,Inf,1,0.575030435,0.565270714,1.115666999,0.102377358,0.091763365,tumor16SProximity_v3,ABHD12,255,0.095945946,2220,34,0.072093023,430,0.864358074,0.157906481,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.038424008,0.14743328,Inf,1,0.265563736,0.790575217,1.038424008,0.173839613,0.167407159,tumor16SProximity_v3,ABHD2,442,0.159009009,2220,66,0.118604651,430,0.948265161,0.054395643,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.925761318,0.604803853,Inf,1,2.086614621,0.036922985,1.925761318,0.054904044,0.028510306,tumor16SProximity_v3,ABHD3,137,0.057207207,2220,11,0.025581395,430,0.373462655,0.945428904,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.032931573,0.269823476,Inf,1,0.124036505,0.901286372,1.032931573,0.047300516,0.045792497,tumor16SProximity_v3,ABHD5,116,0.05045045,2220,17,0.039534884,430,0.975479816,0.046744685,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.291675744,0.392025663,Inf,1,0.843291753,0.399065294,1.291675744,0.044128477,0.034163742,tumor16SProximity_v3,ABHD6,109,0.045945946,2220,13,0.030232558,430,0.77500205,0.369243948,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.468365036,0.350396477,Inf,1,1.609810089,0.107439322,1.468365036,0.077668091,0.052894266,tumor16SProximity_v3,ABI1,191,0.07972973,2220,20,0.044186047,430,0.542389166,0.554210667,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.059388137,0.254894667,Inf,1,0.239776314,0.81050367,1.059388137,0.061142904,0.0577153,tumor16SProximity_v3,ABI2,152,0.058558559,2220,23,0.046511628,430,0.953512522,0.083231259,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.287166176,0.433263098,Inf,1,0.749974191,0.453270249,1.287166176,0.03902915,0.030321765,tumor16SProximity_v3,ABI3BP,97,0.038738739,2220,11,0.023255814,430,0.800019908,0.364198321,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.087147714,0.272509414,Inf,1,0.333343842,0.738874749,1.087147714,0.061464955,0.056537814,tumor16SProximity_v3,ABL1,154,0.059009009,2220,21,0.041860465,430,0.937825391,0.120547978,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.737811298,0.147207878,Inf,1,-1.523995887,0.127509739,0.737811298,0.06420018,0.087014363,tumor16SProximity_v3,ABL2,158,0.064414414,2220,32,0.074418605,430,0.565499179,-0.438676214,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.303979321,0.441868548,Inf,1,0.783271366,0.433467774,1.303979321,0.034994052,0.026836355,tumor16SProximity_v3,ABLIM1,87,0.037387387,2220,10,0.020930233,430,0.79121388,0.382920991,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.657522107,0.347056221,Inf,1,2.413399577,0.015804482,1.657522107,0.12033093,0.072596878,tumor16SProximity_v3,ABR,307,0.106756757,2220,28,0.058139535,430,0.277566223,0.729028112,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.239756647,0.33910603,Inf,1,0.78572013,0.432031467,1.239756647,0.053311524,0.043001604,tumor16SProximity_v3,ABRAXAS1,132,0.054504505,2220,16,0.037209302,430,0.790391272,0.31005696,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.707491739,2.804171558,Inf,1,2.600638114,0.009305055,4.707491739,0.038137976,0.008101549,tumor16SProximity_v3,ABRAXAS2,92,0.037387387,2220,3,0.006976744,430,0.214641242,2.234958563,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.193671758,0.3365581,Inf,1,0.627887328,0.530077753,1.193671758,0.04574081,0.03831942,tumor16SProximity_v3,ACAA1,123,0.05045045,2220,15,0.03255814,430,0.850259296,0.255406171,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.179203981,0.560215336,Inf,1,0.346972891,0.728611685,1.179203981,0.015763701,0.013368087,tumor16SProximity_v3,ACAA2,39,0.017567568,2220,5,0.011627907,430,0.93372252,0.2378133,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.858735286,0.159356819,Inf,1,-0.820678538,0.411829399,0.858735286,0.091644503,0.106720319,tumor16SProximity_v3,ACACA,232,0.087837838,2220,40,0.079069767,430,0.782363699,-0.219714621,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.746575869,0.1968347,Inf,1,-1.108507777,0.267642582,0.746575869,0.036250457,0.048555623,tumor16SProximity_v3,ACACB,89,0.039189189,2220,18,0.037209302,430,0.706226734,-0.421639216,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.958262495,0.206284346,Inf,1,-0.198047592,0.843007828,0.958262495,0.070748754,0.073830244,tumor16SProximity_v3,ACAD9,179,0.069369369,2220,28,0.060465116,430,0.962770071,-0.06150719,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.185976367,0.359761382,Inf,1,0.562282942,0.573923258,1.185976367,0.041335218,0.034853324,tumor16SProximity_v3,ACADM,102,0.041891892,2220,13,0.030232558,430,0.869190422,0.246075262,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.869913472,0.228664887,Inf,1,-0.530175289,0.595990403,0.869913472,0.042485359,0.048838604,tumor16SProximity_v3,ACADS,105,0.045045045,2220,19,0.034883721,430,0.877241112,-0.201056188,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.159749351,0.20594924,Inf,1,0.834571581,0.403958969,1.159749351,0.124631093,0.107463818,tumor16SProximity_v3,ACADVL,312,0.115765766,2220,41,0.074418605,430,0.778937724,0.213813039,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.34106696,0.34413336,Inf,1,1.143617505,0.252782299,1.34106696,0.063528059,0.04737128,tumor16SProximity_v3,ACAP2,159,0.063963964,2220,18,0.037209302,430,0.694576586,0.423381274,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.39718602,0.49910621,Inf,1,0.936279984,0.349129051,1.39718602,0.034488832,0.024684496,tumor16SProximity_v3,ACAP3,84,0.035585586,2220,9,0.020930233,430,0.7554483,0.482524112,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.112279325,0.248066729,Inf,1,0.477126264,0.633272214,1.112279325,0.072800727,0.065451839,tumor16SProximity_v3,ACAT1,182,0.073873874,2220,25,0.055813953,430,0.895681497,0.153519136,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.512596594,1.161776431,Inf,1,1.992549673,0.046310781,2.512596594,0.03349285,0.013329975,tumor16SProximity_v3,ACAT2,83,0.036486486,2220,5,0.011627907,430,0.402662794,1.32917906,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.423048191,0.452844259,Inf,1,1.10866612,0.267574243,1.423048191,0.044452875,0.031237786,tumor16SProximity_v3,ACBD5,109,0.046846847,2220,12,0.027906977,430,0.706226734,0.508984519,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.015002848,0.519179248,Inf,1,2.719200598,0.006543991,2.015002848,0.090838208,0.045080933,tumor16SProximity_v3,ACBD6,229,0.088738739,2220,17,0.037209302,430,0.174374791,1.010781878,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.866866547,0.144258287,Inf,1,-0.858525588,0.390602308,0.866866547,0.110421019,0.12737949,tumor16SProximity_v3,ACD,270,0.107657658,2220,49,0.090697674,430,0.77024034,-0.206118186,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.092525457,0.287280145,Inf,1,0.336534595,0.736467768,1.092525457,0.054604312,0.049979899,tumor16SProximity_v3,ACE,131,0.056756757,2220,19,0.039534884,430,0.936788472,0.127666896,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.122298976,0.210556731,Inf,1,0.614988654,0.538562213,1.122298976,0.109612344,0.097667686,tumor16SProximity_v3,ACE2,279,0.101351351,2220,38,0.072093023,430,0.854100476,0.166457055,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.718084777,0.605928508,Inf,1,1.53457865,0.12488736,1.718084777,0.041907283,0.02439186,tumor16SProximity_v3,ACER2,102,0.044144144,2220,9,0.020930233,430,0.561134101,0.780801227,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.192815933,0.347308184,Inf,1,0.605553074,0.544811571,1.192815933,0.046900376,0.039319039,tumor16SProximity_v3,ACER3,118,0.048198198,2220,15,0.03255814,430,0.857094477,0.254371434,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.379333364,0.498559503,Inf,1,0.889751452,0.37359936,1.379333364,0.032135927,0.023298158,tumor16SProximity_v3,ACHE,81,0.032882883,2220,9,0.020930233,430,0.769045856,0.463971177,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.461192308,0.166985723,Inf,1,3.318614283,0.000904653,1.461192308,0.355695248,0.243428087,tumor16SProximity_v3,ACIN1,906,0.269369369,2220,96,0.176744186,430,0.052266959,0.547146065,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.785338609,0.239481704,Inf,1,-0.792417367,0.428117356,0.785338609,0.029746908,0.037877812,tumor16SProximity_v3,ACKR1,73,0.031981982,2220,14,0.03255814,430,0.788628805,-0.34861327,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.827365085,0.49446214,Inf,1,2.228022717,0.025879,1.827365085,0.076648365,0.041944746,tumor16SProximity_v3,ACKR3,191,0.074774775,2220,16,0.034883721,430,0.336055174,0.869764895,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,5.953103756,6.037959488,Inf,1,1.758842131,0.078604327,5.953103756,0.015909564,0.002672482,tumor16SProximity_v3,ACKR4,39,0.017567568,2220,1,0.002325581,430,0.489556714,2.573642039,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.037145641,0.16796483,Inf,1,0.22520877,0.821816867,1.037145641,0.135338597,0.13049141,tumor16SProximity_v3,ACLY,346,0.124324324,2220,51,0.093023256,430,0.956419642,0.052618498,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.971379779,0.187452389,Inf,1,-0.150473936,0.880390713,0.971379779,0.087839556,0.090427614,tumor16SProximity_v3,ACO2,218,0.085135135,2220,34,0.072093023,430,0.971392183,-0.041892641,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.13871907,0.380694799,Inf,1,0.388563676,0.697598941,1.13871907,0.034018378,0.02987425,tumor16SProximity_v3,ACOT11,83,0.033783784,2220,11,0.025581395,430,0.923354075,0.187411867,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.036435489,0.373831807,Inf,1,0.099219337,0.920964122,1.036435489,0.025252512,0.02436477,tumor16SProximity_v3,ACOT12,70,0.03018018,2220,9,0.020930233,430,0.981789999,0.051630322,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.124370822,0.275066239,Inf,1,0.479167516,0.631819462,1.124370822,0.05976211,0.053151601,tumor16SProximity_v3,ACOT13,148,0.062162162,2220,20,0.044186047,430,0.89517731,0.169117921,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.831259194,0.529464825,Inf,1,2.092525782,0.036391508,1.831259194,0.063850055,0.034866749,tumor16SProximity_v3,ACOT7,158,0.067117117,2220,13,0.030232558,430,0.371241423,0.872836003,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.533993505,0.141773632,Inf,1,-2.363008946,0.018127232,0.533993505,0.028047899,0.052524794,tumor16SProximity_v3,ACOT8,69,0.02972973,2220,20,0.044186047,430,0.289567309,-0.9051059,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.844015094,0.37406451,Inf,1,-0.382640458,0.701986368,0.844015094,0.013273046,0.015726077,tumor16SProximity_v3,ACOT9,34,0.015315315,2220,6,0.013953488,430,0.923354075,-0.244659295,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.328365081,0.343410852,Inf,1,1.098357357,0.272048475,1.328365081,0.060048079,0.0452045,tumor16SProximity_v3,ACOX1,152,0.062612613,2220,17,0.034883721,430,0.708102664,0.409651705,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.245986198,0.36254566,Inf,1,0.755839786,0.449745259,1.245986198,0.050843191,0.040805581,tumor16SProximity_v3,ACOX2,123,0.048648649,2220,15,0.030232558,430,0.798310149,0.317288088,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.453767899,0.636293081,Inf,1,0.854857576,0.392629999,1.453767899,0.022309554,0.015346022,tumor16SProximity_v3,ACOX3,56,0.024324324,2220,6,0.011627907,430,0.771776996,0.539796955,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.955168478,0.519095251,Inf,1,-0.084399204,0.93273904,0.955168478,0.011155074,0.011678646,tumor16SProximity_v3,ACP3,30,0.013063063,2220,4,0.009302326,430,0.985710564,-0.066172869,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.065204384,0.77651696,Inf,1,1.928800778,0.053755599,2.065204384,0.044912287,0.021747139,tumor16SProximity_v3,ACP5,110,0.045495495,2220,8,0.01627907,430,0.432077792,1.046284566,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.431799219,0.990283306,Inf,1,2.182176695,0.029096495,2.431799219,0.046449491,0.019100874,tumor16SProximity_v3,ACSBG1,109,0.044594595,2220,7,0.01627907,430,0.345912557,1.282024118,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.984806721,0.229642948,Inf,1,-0.065655279,0.947652278,0.984806721,0.061431516,0.062379262,tumor16SProximity_v3,ACSF3,151,0.062612613,2220,23,0.046511628,430,0.990132705,-0.022087487,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.489246067,0.445868528,Inf,1,1.33026215,0.183431913,1.489246067,0.051531751,0.034602576,tumor16SProximity_v3,ACSL1,125,0.054504505,2220,13,0.027906977,430,0.630130936,0.574582149,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.012518681,0.181458901,Inf,1,0.069419107,0.94465602,1.012518681,0.114550411,0.113134121,tumor16SProximity_v3,ACSL3,286,0.106756757,2220,43,0.090697674,430,0.989136775,0.017948526,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.54184691,0.479742308,Inf,1,1.391560405,0.164055556,1.54184691,0.049263695,0.031951094,tumor16SProximity_v3,ACSL4,120,0.051801802,2220,12,0.025581395,430,0.611042648,0.624659527,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.840860635,0.236418333,Inf,1,-0.616474289,0.537581536,0.840860635,0.036726479,0.043677248,tumor16SProximity_v3,ACSL5,91,0.037387387,2220,16,0.037209302,430,0.854100226,-0.250061387,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.15540264,0.407178194,Inf,1,0.409885968,0.681889599,1.15540264,0.031620536,0.027367547,tumor16SProximity_v3,ACSM2A,80,0.032432432,2220,10,0.023255814,430,0.917010255,0.208395696,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.883330664,0.183639471,Inf,1,-0.596724531,0.550691312,0.883330664,0.067689669,0.076630045,tumor16SProximity_v3,ACSM3,169,0.06981982,2220,29,0.065116279,430,0.859048694,-0.1789745,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.896004536,0.194284943,Inf,1,-0.506421552,0.612560748,0.896004536,0.06580824,0.073446325,tumor16SProximity_v3,ACSS1,160,0.065315315,2220,29,0.060465116,430,0.8866426,-0.15842206,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.316890161,0.279247726,Inf,1,1.298146038,0.194237157,1.316890161,0.090759512,0.068919576,tumor16SProximity_v3,ACSS2,227,0.09009009,2220,26,0.058139535,430,0.643123589,0.397135018,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.343289856,0.732494383,Inf,1,0.541210995,0.58836216,1.343289856,0.015091166,0.011234482,tumor16SProximity_v3,ACSS3,36,0.015315315,2220,4,0.009302326,430,0.874547143,0.425770644,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.968240943,0.452134383,Inf,1,2.947741107,0.00320105,1.968240943,0.166971952,0.084833085,tumor16SProximity_v3,ACTA2,556,0.135135135,2220,27,0.060465116,430,0.112436889,0.976906839,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.198092571,0.927650728,Inf,1,1.866214958,0.062011297,2.198092571,0.039358913,0.01790594,tumor16SProximity_v3,ACTG2,96,0.037387387,2220,7,0.01627907,430,0.456948862,1.136252146,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.326616102,0.348072505,Inf,1,1.077199095,0.28139133,1.326616102,0.060643542,0.045712955,tumor16SProximity_v3,ACTL6A,149,0.061711712,2220,17,0.034883721,430,0.71488776,0.407750942,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.82647539,0.345195489,Inf,1,3.187315777,0.001435999,1.82647539,0.176410183,0.096585031,tumor16SProximity_v3,ACTN1,484,0.154954955,2220,35,0.072093023,430,0.0715915,0.869062315,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.851106412,0.092601061,Inf,1,-1.481773206,0.138400651,0.851106412,0.259665762,0.305092006,tumor16SProximity_v3,ACTN4,707,0.218018018,2220,119,0.197674419,430,0.577712913,-0.232588575,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.493981516,0.426772868,Inf,1,1.40531657,0.159927163,1.493981516,0.056650685,0.037919268,tumor16SProximity_v3,ACTR10,141,0.059459459,2220,14,0.03255814,430,0.602552111,0.579162298,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.441116467,0.397408408,Inf,1,1.325110603,0.18513447,1.441116467,0.058003794,0.040249206,tumor16SProximity_v3,ACTR1A,142,0.059009009,2220,15,0.034883721,430,0.633020626,0.527186935,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.2384527,0.220061982,Inf,1,1.203565156,0.228757694,1.2384527,0.127009544,0.102555022,tumor16SProximity_v3,ACTR1B,321,0.11981982,2220,39,0.08372093,430,0.670227518,0.308538769,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.557064941,0.262865371,Inf,1,2.62291074,0.008718211,1.557064941,0.173677901,0.111541848,tumor16SProximity_v3,ACTR2,459,0.165315315,2220,42,0.093023256,430,0.209896418,0.638829117,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.255902557,0.276297024,Inf,1,1.035707965,0.300338405,1.255902557,0.079493165,0.063295647,tumor16SProximity_v3,ACTR3,203,0.07972973,2220,24,0.053488372,430,0.727314509,0.328724533,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.859824877,0.269464361,Inf,1,-0.481905574,0.629873027,0.859824877,0.029866302,0.034735332,tumor16SProximity_v3,ACTR3B,77,0.031081081,2220,13,0.027906977,430,0.893597227,-0.217885243,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.203053119,0.199192698,Inf,1,1.116504364,0.264206303,1.203053119,0.15027887,0.124914576,tumor16SProximity_v3,ACVR1,379,0.133333333,2220,48,0.086046512,430,0.706226734,0.266700343,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.442579302,0.283496628,Inf,1,1.864601429,0.062237292,1.442579302,0.10885354,0.075457578,tumor16SProximity_v3,ACVR1B,280,0.11036036,2220,30,0.060465116,430,0.456948862,0.528650629,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.741316714,0.173573082,Inf,1,-1.278403022,0.201107359,0.741316714,0.047384331,0.063919145,tumor16SProximity_v3,ACVR1C,116,0.05,2220,24,0.053488372,430,0.645841919,-0.431838055,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.235089657,0.367695703,Inf,1,0.709231112,0.47818107,1.235089657,0.042328242,0.034271392,tumor16SProximity_v3,ACVR2A,105,0.044594595,2220,13,0.030232558,430,0.816535846,0.304615773,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.915783634,0.274918909,Inf,1,-0.293054424,0.769480552,0.915783634,0.03606455,0.039381082,tumor16SProximity_v3,ACVR2B,90,0.037837838,2220,15,0.020930233,430,0.944772348,-0.126921313,NS or |log2FC| < 1
