Tumor	TaxID	Taxa Name	Other Sample	Tumor Total Genome Length	Other Sample Genome Match	Percent of Length Matching	Average percent identity of Length Matching	Total Mismatches	Total Gaps
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-464-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-346-SL	151	151	1	0.98675	2	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-462-SL-PreOp	151	151	1	0.98675	2	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-430-SL	151	151	1	0.97351	4	0
BTM-T-343	2682455	Veillonella sp. S12025-13	02-2020-59-SL	151	151	1	0.98675	2	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-457-SL-PreOp	151	151	1	0.99338	1	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-299-SL	151	151	1	0.98675	2	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-458-SL-PreOp	151	151	1	1	0	0
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-049_SL	151	151	1	0.97351	4	0
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-043_SL	151	151	1	0.98013	3	0
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-016_SL	151	151	1	0.98013	3	0
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-440-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-418-SL	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-458-SL-PreOp	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-016_SL	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-049_SL	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-043_SL	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	02-2020-59-SL	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-457-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-058-SL	151	151	1	0.98675	2	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-462-SL-PreOp	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-464-SL-PreOp	151	151	1	0.98675	2	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-044_SL	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-346-SL	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-423-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-307-SL	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-056_SL	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-260-SL	151	151	1	0.97351	4	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-284-SL	151	151	1	0.98675	2	0
BTM-T-343	2682456	Veillonella nakazawae	GBM-BM-382-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-343	2682456	Veillonella nakazawae	01-2020-041_SL	151	151	1	0.98013	3	0
T-132	1686	Bifidobacterium catenulatum	02-2020-52-SL	104	104	1	0.97115	3	0
T-132	1366	Lactococcus raffinolactis	02-2020-52-SL	151	151	1	1	0	0
T-132	1366	Lactococcus raffinolactis	GBM-BM-260-SL	151	151	1	1	0	0
T-132	1366	Lactococcus raffinolactis	GBM-BM-346-SL	151	151	1	0.99338	1	0
T-132	1366	Lactococcus raffinolactis	01-2020-041_SL	151	151	1	1	0	0
T-132	1366	Lactococcus raffinolactis	01-2020-058-SL	151	151	1	1	0	0
T-132	1366	Lactococcus raffinolactis	02-2020-043_SL	151	151	1	1	0	0
T-132	1366	Lactococcus raffinolactis	GBM-BM-430-SL	151	151	1	0.99338	1	0
T-132	28128	Prevotella corporis	GBM-BM-346-SL	1198	187	0.156093489	0.9893	2	0
T-132	28128	Prevotella corporis	GBM-BM-462-SL-PreOp	1198	278	0.232053422	0.97122	8	0
T-132	28128	Prevotella corporis	GBM-BM-440-SL-PreOp	1198	278	0.232053422	0.98201	5	0
T-132	28128	Prevotella corporis	GBM-BM-396-SL	1198	187	0.156093489	0.9893	2	0
T-132	28128	Prevotella corporis	GBM-BM-299-SL	1198	278	0.232053422	0.98201	5	0
T-132	28128	Prevotella corporis	GBM-BM-457-SL-PreOp	1198	187	0.156093489	0.9893	2	0
T-132	28128	Prevotella corporis	GBM-BM-423-SL-PreOp	1198	278	0.232053422	0.98201	5	0
T-132	851	Fusobacterium nucleatum	GBM-BM-457-SL-PreOp	420	267	0.635714286	0.98502	3	1
T-132	851	Fusobacterium nucleatum	GBM-BM-299-SL	420	263	0.626190476	0.98859	3	0
T-132	851	Fusobacterium nucleatum	02-2020-59-SL	420	267	0.635714286	0.99625	1	0
T-132	851	Fusobacterium nucleatum	01-2020-016_SL	420	267	0.635714286	0.97753	5	1
T-132	851	Fusobacterium nucleatum	GBM-BM-458-SL-PreOp	420	267	0.635714286	0.97753	6	0
T-132	851	Fusobacterium nucleatum	GBM-BM-307-SL	420	267	0.635714286	0.98502	4	0
T-132	851	Fusobacterium nucleatum	GBM-BM-379-SL	420	267	0.635714286	0.97753	5	1
T-132	851	Fusobacterium nucleatum	GBM-BM-423-SL-PreOp	420	267	0.635714286	0.98127	4	1
T-132	851	Fusobacterium nucleatum	GBM-BM-464-SL-PreOp	420	420	1	0.992856071	3	0
T-132	851	Fusobacterium nucleatum	GBM-BM-462-SL-PreOp	420	153	0.364285714	0.98039	3	0
T-132	851	Fusobacterium nucleatum	GBM-BM-430-SL	420	420	1	0.980949429	7	1
T-074	28128	Prevotella corporis	GBM-BM-379-SL	493	151	0.306288032	0.97351	4	0
T-074	28128	Prevotella corporis	01-2020-056_SL	493	145	0.294117647	0.97931	3	0
T-074	28128	Prevotella corporis	02-2020-50-SL	493	151	0.306288032	0.97351	4	0
T-074	28128	Prevotella corporis	GBM-BM-307-SL	493	151	0.306288032	0.98013	3	0
T-074	28128	Prevotella corporis	GBM-BM-423-SL-PreOp	493	151	0.306288032	0.97351	4	0
T-074	28128	Prevotella corporis	GBM-BM-464-SL-PreOp	493	312	0.632860041	0.974361442	8	0
T-074	47678	Bacteroides caccae	02-2020-52-SL	302	302	1	0.993375	2	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-423-SL-PreOp	1056	299	0.283143939	0.976588796	7	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-307-SL	1056	151	0.142992424	0.97351	4	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-299-SL	1056	297	0.28125	0.98653202	4	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-382-SL-PreOp	1056	601	0.569128788	0.986689567	8	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-418-SL	1056	299	0.283143939	0.973242709	8	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-462-SL-PreOp	1056	450	0.426136364	0.977775156	10	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-430-SL	1056	299	0.283143939	0.986619231	4	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-464-SL-PreOp	1056	900	0.852272727	0.988887578	10	0
BTM-T-005	851	Fusobacterium nucleatum	01-2020-016_SL	1056	151	0.142992424	0.98013	3	0
BTM-T-005	851	Fusobacterium nucleatum	GBM-BM-346-SL	1056	151	0.142992424	1	0	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-046_SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-382-SL-PreOp	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-396-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	02-2020-50-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-462-SL-PreOp	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-108-SL	151	151	1	0.98675	2	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-044_SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-464-SL-PreOp	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-457-SL-PreOp	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-458-SL-PreOp	151	151	1	0.99338	1	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-276-SL	151	151	1	0.99338	1	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-423-SL-PreOp	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-379-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-257-SL	151	151	1	0.99338	1	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-056_SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-260-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-307-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-284-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-041_SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-430-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-346-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	02-2020-59-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-299-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-058-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-Kit-275-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	GBM-BM-418-SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-049_SL	151	151	1	1	0	0
BTM-T-007	1177574	Prevotella jejuni	01-2020-016_SL	151	151	1	1	0	0
T-170	1686	Bifidobacterium catenulatum	02-2020-52-SL	151	151	1	0.98675	2	0
T-170	2702	Gardnerella vaginalis	01-2020-058-SL	300	147	0.49	0.97279	4	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-457-SL-PreOp	302	301	0.996688742	0.976744219	7	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-458-SL-PreOp	302	150	0.496688742	0.97333	4	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-276-SL	302	151	0.5	0.98013	3	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-440-SL-PreOp	302	301	0.996688742	0.976744219	7	0
BTM-T-251	2682456	Veillonella nakazawae	01-2020-046_SL	302	149	0.493377483	0.97987	3	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-293-SL	302	301	0.996688742	0.980065216	6	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-382-SL-PreOp	302	301	0.996688742	0.976744219	7	0
BTM-T-251	2682456	Veillonella nakazawae	02-2020-50-SL	302	301	0.996688742	0.980065216	6	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-396-SL	302	301	0.996688742	0.983386213	5	0
BTM-T-251	2682456	Veillonella nakazawae	01-2020-044_SL	302	151	0.5	0.99338	1	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-464-SL-PreOp	302	298	0.986754967	0.976508591	7	0
BTM-T-251	2682456	Veillonella nakazawae	02-2020-59-SL	302	150	0.496688742	0.98	3	0
BTM-T-251	2682456	Veillonella nakazawae	01-2020-058-SL	302	150	0.496688742	0.98	3	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-299-SL	302	150	0.496688742	0.98	3	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-418-SL	302	150	0.496688742	0.97333	4	0
BTM-T-251	2682456	Veillonella nakazawae	01-2020-056_SL	302	150	0.496688742	0.97333	4	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-307-SL	302	301	0.996688742	0.976744219	7	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-423-SL-PreOp	302	301	0.996688742	0.980065216	6	0
BTM-T-251	2682456	Veillonella nakazawae	01-2020-041_SL	302	151	0.5	0.98013	3	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-284-SL	302	150	0.496688742	0.98	3	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-346-SL	302	301	0.996688742	0.986712226	4	0
BTM-T-251	2682456	Veillonella nakazawae	GBM-BM-430-SL	302	301	0.996688742	0.98006814	6	0
BTM-T-251	2682456	Veillonella nakazawae	02-2020-043_SL	302	151	0.5	0.97351	4	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-440-SL-PreOp	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-043_SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-458-SL-PreOp	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-457-SL-PreOp	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-108-SL	151	151	1	0.98013	3	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-462-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-464-SL-PreOp	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-044_SL	151	151	1	0.97351	4	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-396-SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	02-2020-50-SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-382-SL-PreOp	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-293-SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-049_SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-016_SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-418-SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-Kit-275-SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-299-SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-058-SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	02-2020-59-SL	151	149	0.986754967	0.97987	3	0
BTM-T-251	46124	Granulicatella adiacens	02-2020-043_SL	151	151	1	0.98675	2	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-430-SL	151	151	1	0.98675	2	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-346-SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-284-SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-394-SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-041_SL	151	151	1	1	0	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-423-SL-PreOp	151	151	1	0.98013	3	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-307-SL	151	151	1	0.98013	3	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-257-SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-260-SL	151	151	1	0.98013	3	0
BTM-T-251	46124	Granulicatella adiacens	GBM-BM-379-SL	151	151	1	0.99338	1	0
BTM-T-251	46124	Granulicatella adiacens	01-2020-056_SL	151	151	1	0.99338	1	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-382-SL-PreOp	425	151	0.355294118	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-293-SL	425	151	0.355294118	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-046_SL	425	181	0.425882353	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-462-SL-PreOp	425	149	0.350588235	0.97987	3	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-108-SL	425	151	0.355294118	0.99338	1	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-044_SL	425	181	0.425882353	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-464-SL-PreOp	425	181	0.425882353	0.98343	3	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-396-SL	425	151	0.355294118	0.97351	4	0
BTM-T-251	2682455	Veillonella sp. S12025-13	02-2020-50-SL	425	151	0.355294118	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-440-SL-PreOp	425	151	0.355294118	0.97351	4	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-043_SL	425	181	0.425882353	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-276-SL	425	181	0.425882353	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-458-SL-PreOp	425	332	0.781176471	0.984940602	5	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-284-SL	425	181	0.425882353	0.9779	4	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-394-SL	425	151	0.355294118	0.99338	1	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-041_SL	425	274	0.644705882	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-423-SL-PreOp	425	151	0.355294118	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-260-SL	425	151	0.355294118	0.99338	1	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-056_SL	425	150	0.352941176	0.97333	4	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-379-SL	425	151	0.355294118	0.99338	1	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-257-SL	425	149	0.350588235	0.98658	2	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-430-SL	425	151	0.355294118	0.98675	2	0
BTM-T-251	2682455	Veillonella sp. S12025-13	02-2020-043_SL	425	151	0.355294118	0.97351	4	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-346-SL	425	425	1	0.985881106	6	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-299-SL	425	151	0.355294118	0.98675	2	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-058-SL	425	151	0.355294118	1	0	0
BTM-T-251	2682455	Veillonella sp. S12025-13	02-2020-59-SL	425	332	0.781176471	0.987951506	4	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-016_SL	425	332	0.781176471	0.978914247	7	0
BTM-T-251	2682455	Veillonella sp. S12025-13	01-2020-049_SL	425	332	0.781176471	0.993973645	2	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-418-SL	425	332	0.781176471	0.996989096	1	0
BTM-T-251	2682455	Veillonella sp. S12025-13	GBM-BM-Kit-275-SL	425	151	0.355294118	0.99338	1	0
BTM-T-251	1177574	Prevotella jejuni	GBM-BM-284-SL	302	150	0.496688742	0.98667	2	0
BTM-T-251	1177574	Prevotella jejuni	01-2020-041_SL	302	301	0.996688742	0.993355083	2	0
BTM-T-251	1177574	Prevotella jejuni	01-2020-046_SL	302	151	0.5	0.99338	1	0
BTM-T-251	1177574	Prevotella jejuni	GBM-BM-423-SL-PreOp	302	301	0.996688742	0.99335299	2	0
BTM-T-251	1177574	Prevotella jejuni	GBM-BM-257-SL	302	301	0.996688742	1	0	0
BTM-T-251	1177574	Prevotella jejuni	GBM-BM-379-SL	302	301	0.996688742	1	0	0
BTM-T-251	1177574	Prevotella jejuni	01-2020-056_SL	302	146	0.483443709	0.97945	3	0
BTM-T-251	1177574	Prevotella jejuni	GBM-BM-462-SL-PreOp	302	301	0.996688742	1	0	0
