feature	X1525	X1522	X1568	X1552	X1545	X1543	X1540	X1564	X1561	X1536	X1468	X2016	X2043	X2492	X2502	X2497	X2483	X2479	X9712	X9418	X13165	X9467	X9450	X9447	X8007	X8095	X8163	X8130	X8047	X8071	X8249	X8255	X8235	X8236	X4482	X6936	X6956	X6952	X6939	X5868	X969	X17130	X15888	X15878	X17167	X15892	X16971	X16988	X16987
01-2020-22-OR	110686	18420	25561	79461	64818	50218	0	26996	54573	11040	1529	1201	10168	20952	3999	3078	10871	8353	245475	11297	7675	2416	8385	1257	110462	29479	24375	5272	12774	69868	4325	18962	0	341	7035	39953	198449	358073	33574	22652	1288	18742	1372	19173	9822	1137	366999	118911	9720
01-2020-24-OR	0	0	2515	170067	0	0	0	0	0	25974	975	0	9623	80179	9193	698	0	21955	34324	0	46480	8099	199351	12104	0	26261	6278	0	2165	0	1089	7021	0	43727	0	0	147150	0	22461	0	0	0	0	0	4251	0	4034	8712	0
01-2020-27-OR	0	9968	20195	251062	21702	13950	0	29061	0	70762	13085	0	332011	20850	0	0	0	25550	85896	0	843	148	537792	0	167588	79411	16877	861	0	9513	0	15148	0	0	0	301703	386296	38040	0	2663	19665	106191	0	0	49788	0	160028	0	0
01-2020-28-OR	15505	0	0	0	0	0	4311	0	2418	0	0	0	0	0	0	0	0	3749	0	0	0	0	0	0	8300	0	0	21763	3826	22861	900	679	0	0	0	0	0	0	24099	0	0	0	0	10570	0	0	129400	123498	15071
01-2020-29-OR	1749	0	71	8210	0	0	2012	0	0	0	0	0	0	432	153	4489	525	0	1797	0	31760	0	0	0	1144	0	3263	0	0	0	0	0	0	24874	0	0	0	293	11336	0	0	0	38655	15470	0	4543	0	45486	847
01-2020-41-OR	5168	18368	4853	43464	0	67691	45902	4547	13553	0	0	0	0	0	457	10833	126	193	0	0	0	0	0	0	15427	0	0	0	0	6723	0	836	0	0	4202	13236	0	71673	76875	3975	155	2340	0	33071	46939	846	67422	29470	0
01-2020-42-OR	576	0	710	9743	7696	0	0	551	670	0	0	0	0	7907	0	5781	11024	263	7034	0	0	62624	8088	0	0	0	267573	0	0	0	0	478	5352	3099	0	0	0	0	11658	0	0	0	0	0	0	2752	7872	1624	0
01-2020-43-OR	0	0	0	66664	0	921	0	0	0	49286	0	0	130259	9162	4298	0	2554	35082	19856	7391	110	47344	1032000	36916	7849	1770	143	0	2297	308	0	120591	14031	0	1749	12680	187854	51781	14664	2571	0	596	5592	0	0	0	1390337	18057	1209
01-2020-44-OR	3382	156	3668	42964	13587	1101	2737	684	3195	905	751	2062	2406	935	34538	630	0	289	7867	7645	125328	41740	0	183	43564	4612	44229	13083	29905	10684	5783	3831	0	0	156	12540	0	47071	15546	570	197	3753	1179	27871	86877	0	25302	976	0
01-2020-49-OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2784	46	0	0	0	0	0	0	0	0	1355	2749	0
01-2020-50-OR	0	1711	432	65566	46586	33964	2274	17876	15909	2915	932	4509	4008	4211	1375	2584	0	9187	5578	1070	3427	11297	0	0	3070	69	13611	0	0	0	0	1473	0	0	3670	4562	4272	63869	23121	2364	381	3231	0	16297	10893	437	13528	19084	0
01-2020-52-OR	521	0	0	0	0	0	4218	0	0	0	0	1331	0	0	0	0	0	0	0	0	2619	0	0	0	887	0	0	0	96	0	0	0	0	0	0	0	0	0	3878	0	0	0	0	0	0	0	0	1306	492
01-2020-56-OR	3227	547	286	3169	0	11005	1665	0	0	0	0	0	0	9489	0	1044	10555	6733	2410	0	367	18273	156	0	5828	1796	0	966	14163	0	2326	229	0	0	0	0	0	9707	117979	0	337	0	0	40184	0	0	342	52277	0
01-2020-58-OR	261	19637	5230	357053	0	0	3044	33131	3536	13772	17268	447	43759	3470	0	0	557	4200	13334	0	12273	8706	92874	2401	934	0	914	2045	3271	12931	357	13276	1219	3035	12273	288811	235480	0	3222	11393	29902	80645	0	2384	64493	0	160125	6545	9305
02-2020-49-OR	109	1519	0	4765	7141	16270	0	13847	69	3722	603	0	5068	0	1333	226	3632	803	809	129	0	4673	1388	0	0	0	2467	0	0	666	0	156	146	0	355	5091	857	29989	7930	633	0	61	994	16304	6106	768	9714	33286	3481
01.2020.030.Or	0	8536	82	206944	0	5183	3693	68017	0	6419	5300	0	0	27672	53082	22849	13027	8653	116212	36334	83358	764725	27427	0	4080	62687	1793	0	296681	0	471	6163	0	0	0	21288	46173	314971	135437	10273	617	32	4141	21000	21266	2723	232086	792365	36100
01.2020.090.Or	52839	42894	6385	1102519	49194	194062	0	1492	21788	1386	0	6168	1484	29530	59035	71772	105123	27272	86395	8932	483813	324534	17894	3554	1275922	56673	11852	5869	57700	189802	61391	53535	31906	131702	88923	721902	12962	2300520	1350938	22373	64918	90825	266667	164766	664085	41829	2924880	233900	521528
01.2020.108.Or.ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	26	0	0
01.2020.141.Or	0	0	0	292	0	0	0	0	0	0	0	0	0	279	401	0	0	0	0	0	0	5267	0	0	0	0	57913	0	0	0	0	0	10665	0	0	0	0	236	6476	0	0	0	0	0	0	0	0	556	0
01.2020.64.Or	2744	12387	854	72148	0	0	13627	0	0	0	0	0	0	99908	318258	34028	0	39865	28659	7200	2283669	696699	8446	0	4529	9396	0	0	49201	3103	18224	0	0	411021	5553	1496	0	29347	423910	703	51	0	11632	157295	0	8313	2828	201795	56246
GBM.BM.257.Or	0	0	0	2288	0	0	0	0	0	626	0	0	17460	0	0	0	0	1260	12104	0	194816	1616	13833	829	0	0	6237	0	9916	0	0	0	0	4682	0	0	15177	0	43312	0	0	0	0	0	0	0	1161	4326	404
GBM.BM.259.Or	0	0	2488	6683	0	0	0	0	0	0	0	0	0	0	767	0	0	45	0	0	0	0	0	245	0	0	556	0	0	0	0	0	0	0	0	0	208	24	0	0	0	0	575	752	0	0	0	589	0
GBM.BM.260.Or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	22683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	1066
GBM.BM.265.Or	0	0	0	1494	0	0	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	59	0	2431	0	0	0	250	0	0	0	10663	33264	0
GBM.BM.270.Or	0	4240	0	7421	0	52512	0	0	0	1044	0	0	0	0	0	0	0	0	6389	0	0	0	0	0	15945	0	869	0	9509	17763	0	1683	0	0	0	1970	0	12366	13213	0	0	0	0	16768	0	0	82758	12162	0
GBM.BM.279.Or	192	0	0	21670	0	19	0	0	0	0	0	0	0	81	6330	0	0	0	17350	2870	14980	3682	838	0	0	1057	504	193	733	0	0	0	0	0	0	0	0	0	8354	0	0	0	0	30187	0	0	5945	7130	737
GBM.BM.281.Or	0	1226	0	7275	15254	13664	0	1130	0	0	0	0	0	0	0	0	0	0	1568	0	20801	6946	249	0	8019	69	0	0	276	3719	0	743	0	0	97	4652	0	50530	1045	3681	2213	2319	0	2424	3446	0	15422	16480	0
GBM.BM.282.Or	0	0	0	0	0	0	0	0	0	0	0	0	0	10773	4414	1147	4257	0	239	3907	45288	56847	476	0	3767	0	0	0	0	0	0	0	0	31689	0	0	0	0	61375	0	0	0	0	8507	0	0	659	7722	85
GBM.BM.284.Or	1026	274	874	44343	0	0	372	4031	0	235	7052	542	2312	32293	9221	231	2392	7731	195	7029	0	251085	4707	1019	332	2319	15461	43520	19376	0	895	639	12318	0	0	528	6269	6746	78305	436	0	0	1495	262323	0	1545	9282	75168	0
GBM.BM.288.Or	0	0	0	19326	13144	0	0	0	0	0	0	0	1332	0	1148	0	0	0	503	0	10977	0	0	0	947	0	13125	0	0	0	0	1095	9382	2315	970	0	2732	7486	17499	0	0	0	0	0	48	0	34799	4071	1134
GBM.BM.291.Or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535	0	0	0	0	0	33396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	903	6389	13185
GBM.BM.295.Or	0	0	0	15324	10539	0	0	0	0	1019	0	0	0	880	1322	14451	0	110	26147	0	120686	213813	1927	0	33978	744	563	0	28027	0	1758	4371	0	0	126	2000	6356	50621	112555	0	0	2844	48891	33928	3837	904	77724	31088	5874
GBM.BM.305.Or	0	0	0	0	0	0	0	0	0	0	0	0	2724	0	0	0	0	0	19	0	4853	1766	0	0	0	0	8941	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	1703	0	0	0	0	676
GBM.BM.308.Or	4097	0	0	335	0	19	0	0	789	9345	0	588	10403	844	2059	0	0	0	3244	0	0	0	0	1319	0	1522	276545	415	521	0	0	1392	16254	0	0	0	15725	0	2994	0	0	0	1348	9851	0	235	8849	61330	10162
